Customer ID,Recency,Frequency,Monetary,KMeans_Cluster,Segment
12168,121,10,423.87,4,At-Risk / Churning
12169,11,9,484.91,0,Potential Loyalists
12170,7,6,93.0,3,New / Low-Engagement Customers
12171,6,3,138.88,3,New / Low-Engagement Customers
12172,1,11,535.08,0,Potential Loyalists
12173,289,1,50.760000000000005,1,Lapsed / Dormant
12174,144,10,434.99,4,At-Risk / Churning
12175,1,28,3950.7,2,High-Value Loyalists
12176,1,9,165.62,0,Potential Loyalists
12177,1,7,120.72,0,Potential Loyalists
12178,3,12,777.24,0,Potential Loyalists
12179,2,9,151.92,0,Potential Loyalists
12180,7,6,98.09,3,New / Low-Engagement Customers
12181,182,8,381.46000000000004,4,At-Risk / Churning
12182,4,4,54.44,3,New / Low-Engagement Customers
12183,193,6,297.93,4,At-Risk / Churning
12184,146,7,377.45,4,At-Risk / Churning
12185,138,5,170.74,4,At-Risk / Churning
12186,23,2,64.46000000000001,3,New / Low-Engagement Customers
12187,10,8,408.58,0,Potential Loyalists
12188,3,6,327.86,0,Potential Loyalists
12189,15,1,27.31,3,New / Low-Engagement Customers
12190,16,2,67.44,3,New / Low-Engagement Customers
12191,10,3,129.03,3,New / Low-Engagement Customers
12192,18,2,88.48,3,New / Low-Engagement Customers
12193,5,12,743.99,0,Potential Loyalists
12194,28,5,98.81,3,New / Low-Engagement Customers
12195,13,10,125.34,0,Potential Loyalists
12196,140,10,430.51,4,At-Risk / Churning
12197,26,2,100.25,3,New / Low-Engagement Customers
12198,7,9,540.44,0,Potential Loyalists
12199,1,24,3633.33,2,High-Value Loyalists
12200,4,3,113.53,3,New / Low-Engagement Customers
12201,175,5,258.59000000000003,4,At-Risk / Churning
12202,136,13,644.89,4,At-Risk / Churning
12203,136,14,650.66,4,At-Risk / Churning
12204,14,1,53.22,3,New / Low-Engagement Customers
12205,4,6,373.08,0,Potential Loyalists
12206,4,3,136.81,3,New / Low-Engagement Customers
12207,27,6,112.02,3,New / Low-Engagement Customers
12208,19,7,356.83,0,Potential Loyalists
12209,2,9,177.58,0,Potential Loyalists
12210,134,11,505.47,4,At-Risk / Churning
12211,3,6,114.95,0,Potential Loyalists
12212,1,26,3863.14,2,High-Value Loyalists
12213,356,1,16.4,1,Lapsed / Dormant
12214,146,10,479.5,4,At-Risk / Churning
12215,1,28,4095.99,2,High-Value Loyalists
12216,230,1,13.370000000000001,1,Lapsed / Dormant
12217,279,1,40.38,1,Lapsed / Dormant
12218,20,2,100.10000000000001,3,New / Low-Engagement Customers
12219,5,10,145.8,0,Potential Loyalists
12220,3,2,70.69,3,New / Low-Engagement Customers
12221,3,16,1883.68,2,High-Value Loyalists
12222,1,7,106.63,0,Potential Loyalists
12223,1,22,3134.32,2,High-Value Loyalists
12224,14,6,328.34000000000003,0,Potential Loyalists
12225,180,6,344.03,4,At-Risk / Churning
12226,18,2,119.56,3,New / Low-Engagement Customers
12227,19,1,33.74,3,New / Low-Engagement Customers
12228,21,10,166.52,0,Potential Loyalists
12229,121,9,414.62,4,At-Risk / Churning
12230,2,23,3137.73,2,High-Value Loyalists
12231,6,6,369.24,0,Potential Loyalists
12232,2,3,142.23,3,New / Low-Engagement Customers
12233,303,1,50.49,1,Lapsed / Dormant
12234,1,19,2418.38,2,High-Value Loyalists
12235,230,7,273.47,4,At-Risk / Churning
12236,5,10,515.87,0,Potential Loyalists
12237,17,7,129.86,0,Potential Loyalists
12238,9,10,147.15,0,Potential Loyalists
12239,2,2,81.38,3,New / Low-Engagement Customers
12240,2,3,87.1,3,New / Low-Engagement Customers
12241,16,13,811.53,0,Potential Loyalists
12242,143,5,232.53,4,At-Risk / Churning
12243,2,29,4519.24,2,High-Value Loyalists
12244,226,1,28.47,1,Lapsed / Dormant
12245,8,13,704.67,0,Potential Loyalists
12246,14,7,98.73,0,Potential Loyalists
12247,11,1,44.629999999999995,3,New / Low-Engagement Customers
12248,25,6,389.96,0,Potential Loyalists
12249,15,10,148.88,0,Potential Loyalists
12250,200,1,31.6,1,Lapsed / Dormant
12251,3,6,289.65,0,Potential Loyalists
12252,1,15,2022.9,2,High-Value Loyalists
12253,128,14,641.63,4,At-Risk / Churning
12254,5,7,406.67,0,Potential Loyalists
12255,16,9,578.9,0,Potential Loyalists
12256,29,7,141.47,0,Potential Loyalists
12257,18,1,63.25,3,New / Low-Engagement Customers
12258,127,13,634.29,4,At-Risk / Churning
12259,3,10,137.11,0,Potential Loyalists
12260,209,1,45.739999999999995,1,Lapsed / Dormant
12261,12,7,441.38,0,Potential Loyalists
12262,2,9,526.26,0,Potential Loyalists
12263,153,11,464.2,4,At-Risk / Churning
12264,9,5,104.98,3,New / Low-Engagement Customers
12265,8,7,107.04,0,Potential Loyalists
12266,1,12,717.32,0,Potential Loyalists
12267,123,13,600.61,4,At-Risk / Churning
12268,8,8,136.25,0,Potential Loyalists
12269,11,3,124.56,3,New / Low-Engagement Customers
12270,2,21,3045.27,2,High-Value Loyalists
12271,7,1,51.66,3,New / Low-Engagement Customers
12272,3,2,76.89,3,New / Low-Engagement Customers
12273,1,11,639.08,0,Potential Loyalists
12274,8,1,63.5,3,New / Low-Engagement Customers
12275,177,5,232.5,4,At-Risk / Churning
12276,222,1,31.36,1,Lapsed / Dormant
12277,149,8,371.78000000000003,4,At-Risk / Churning
12278,4,4,85.29,3,New / Low-Engagement Customers
12279,2,1,40.73,3,New / Low-Engagement Customers
12280,1,29,3581.58,2,High-Value Loyalists
12281,142,9,393.88,4,At-Risk / Churning
12282,126,7,363.51,4,At-Risk / Churning
12283,1,10,553.89,0,Potential Loyalists
12284,2,6,99.43,0,Potential Loyalists
12285,2,29,3563.1,2,High-Value Loyalists
12286,130,12,679.81,4,At-Risk / Churning
12287,6,11,623.03,0,Potential Loyalists
12288,2,18,2485.53,2,High-Value Loyalists
12289,128,6,314.27,4,At-Risk / Churning
12290,329,1,42.57,1,Lapsed / Dormant
12291,2,16,1922.71,2,High-Value Loyalists
12292,1,15,2097.69,2,High-Value Loyalists
12293,125,14,697.01,4,At-Risk / Churning
12294,16,8,506.89,0,Potential Loyalists
12295,1,7,403.14,0,Potential Loyalists
12296,17,3,117.1,3,New / Low-Engagement Customers
12297,11,3,90.67,3,New / Low-Engagement Customers
12298,234,5,344.68,4,At-Risk / Churning
12299,16,2,93.51,3,New / Low-Engagement Customers
12300,5,10,173.09,0,Potential Loyalists
12301,17,3,96.72,3,New / Low-Engagement Customers
12302,4,6,361.71999999999997,0,Potential Loyalists
12303,1,8,432.34000000000003,0,Potential Loyalists
12304,2,17,2245.91,2,High-Value Loyalists
12305,122,15,716.6800000000001,4,At-Risk / Churning
12306,4,2,88.63000000000001,3,New / Low-Engagement Customers
12307,2,2,78.26,3,New / Low-Engagement Customers
12308,149,5,274.78,4,At-Risk / Churning
12309,13,10,654.36,0,Potential Loyalists
12310,16,1,46.31,3,New / Low-Engagement Customers
12311,22,2,92.01,3,New / Low-Engagement Customers
12312,315,1,39.37,1,Lapsed / Dormant
12313,8,3,128.58,3,New / Low-Engagement Customers
12314,152,8,382.40999999999997,4,At-Risk / Churning
12315,127,15,663.36,4,At-Risk / Churning
12316,1,10,594.59,0,Potential Loyalists
12317,6,5,88.34,3,New / Low-Engagement Customers
12318,41,5,86.4,3,New / Low-Engagement Customers
12319,1,11,578.94,0,Potential Loyalists
12320,123,11,585.55,4,At-Risk / Churning
12321,233,1,16.43,1,Lapsed / Dormant
12322,178,5,248.65,4,At-Risk / Churning
12323,19,1,14.59,3,New / Low-Engagement Customers
12324,4,10,168.77,0,Potential Loyalists
12325,21,4,67.78,3,New / Low-Engagement Customers
12326,22,1,46.2,3,New / Low-Engagement Customers
12327,3,10,566.71,0,Potential Loyalists
12328,5,7,457.73,0,Potential Loyalists
12329,1,14,930.06,2,High-Value Loyalists
12330,140,14,662.52,4,At-Risk / Churning
12331,1,15,2088.26,2,High-Value Loyalists
12332,3,3,139.68,3,New / Low-Engagement Customers
12333,32,6,288.12,4,At-Risk / Churning
12334,217,10,433.73,4,At-Risk / Churning
12335,4,2,86.72,3,New / Low-Engagement Customers
12336,3,16,2489.79,2,High-Value Loyalists
12337,9,1,64.37,3,New / Low-Engagement Customers
12338,19,1,33.29,3,New / Low-Engagement Customers
12339,189,13,623.04,4,At-Risk / Churning
12340,14,12,702.21,0,Potential Loyalists
12341,11,11,676.52,0,Potential Loyalists
12342,1,26,3679.86,2,High-Value Loyalists
12343,10,11,629.8100000000001,0,Potential Loyalists
12344,3,11,633.89,0,Potential Loyalists
12345,121,12,439.33,4,At-Risk / Churning
12346,11,8,140.51,0,Potential Loyalists
12347,307,1,41.78,1,Lapsed / Dormant
12348,338,1,28.4,1,Lapsed / Dormant
12349,3,7,321.73,0,Potential Loyalists
12350,15,9,165.85,0,Potential Loyalists
12351,5,1,60.66,3,New / Low-Engagement Customers
12352,22,4,63.66,3,New / Low-Engagement Customers
12353,293,1,13.620000000000001,1,Lapsed / Dormant
12354,4,11,706.65,0,Potential Loyalists
12355,14,9,138.38,0,Potential Loyalists
12356,3,9,455.3,0,Potential Loyalists
12357,15,2,79.32,3,New / Low-Engagement Customers
12358,1,9,517.5699999999999,0,Potential Loyalists
12359,266,1,28.76,1,Lapsed / Dormant
12360,5,9,136.34,0,Potential Loyalists
12361,10,10,192.53,0,Potential Loyalists
12362,19,2,60.8,3,New / Low-Engagement Customers
12363,305,1,42.96,1,Lapsed / Dormant
12364,135,6,334.18,4,At-Risk / Churning
12365,134,12,643.49,4,At-Risk / Churning
12366,3,3,135.23,3,New / Low-Engagement Customers
12367,1,18,2686.5,2,High-Value Loyalists
12368,123,14,752.97,4,At-Risk / Churning
12369,1,6,100.11,0,Potential Loyalists
12370,7,3,114.19,3,New / Low-Engagement Customers
12371,122,11,527.4399999999999,4,At-Risk / Churning
12372,6,19,2410.97,2,High-Value Loyalists
12373,4,12,705.12,0,Potential Loyalists
12374,1,23,3252.63,2,High-Value Loyalists
12375,27,5,90.83,3,New / Low-Engagement Customers
12376,3,3,132.74,3,New / Low-Engagement Customers
12377,137,9,346.35,4,At-Risk / Churning
12378,4,2,97.59,3,New / Low-Engagement Customers
12379,2,9,141.28,0,Potential Loyalists
12380,313,1,39.760000000000005,1,Lapsed / Dormant
12381,166,13,533.92,4,At-Risk / Churning
12382,135,8,355.31,4,At-Risk / Churning
12383,1,10,178.71,0,Potential Loyalists
12384,20,1,46.97,3,New / Low-Engagement Customers
12385,1,24,2763.04,2,High-Value Loyalists
12386,10,10,181.97,0,Potential Loyalists
12387,10,12,545.14,0,Potential Loyalists
12388,235,1,40.17,1,Lapsed / Dormant
12389,122,15,720.25,4,At-Risk / Churning
12390,11,8,502.3,0,Potential Loyalists
12391,4,10,556.59,0,Potential Loyalists
12392,246,1,43.11,1,Lapsed / Dormant
12393,6,6,296.5,0,Potential Loyalists
12394,216,1,22.939999999999998,1,Lapsed / Dormant
12395,27,4,77.29,3,New / Low-Engagement Customers
12396,12,1,67.93,3,New / Low-Engagement Customers
12397,236,1,19.880000000000003,1,Lapsed / Dormant
12398,5,6,104.08,0,Potential Loyalists
12399,174,5,252.67,4,At-Risk / Churning
12400,1,15,2106.6,2,High-Value Loyalists
12401,4,3,163.59,3,New / Low-Engagement Customers
12402,6,8,471.96999999999997,0,Potential Loyalists
12403,3,17,2190.07,2,High-Value Loyalists
12404,4,8,147.25,0,Potential Loyalists
12405,10,4,50.650000000000006,3,New / Low-Engagement Customers
12406,149,11,485.7,4,At-Risk / Churning
12407,3,10,549.46,0,Potential Loyalists
12408,358,1,24.91,1,Lapsed / Dormant
12409,5,5,92.47,3,New / Low-Engagement Customers
12410,2,20,2725.9,2,High-Value Loyalists
12411,2,9,541.95,0,Potential Loyalists
12412,3,7,350.13,0,Potential Loyalists
12413,13,5,76.52,3,New / Low-Engagement Customers
12414,27,1,55.56,3,New / Low-Engagement Customers
12415,125,6,313.82,4,At-Risk / Churning
12416,4,7,309.2,0,Potential Loyalists
12417,4,7,404.46999999999997,0,Potential Loyalists
12418,10,6,396.73,0,Potential Loyalists
12419,3,11,609.47,0,Potential Loyalists
12420,1,25,3080.99,2,High-Value Loyalists
12421,10,8,473.98,0,Potential Loyalists
12422,148,14,624.15,4,At-Risk / Churning
12423,1,3,166.36,3,New / Low-Engagement Customers
12424,135,6,303.56,4,At-Risk / Churning
12425,5,14,705.74,0,Potential Loyalists
12426,1,29,3759.3900000000003,2,High-Value Loyalists
12427,6,3,98.21000000000001,3,New / Low-Engagement Customers
12428,298,1,25.34,1,Lapsed / Dormant
12429,3,18,2609.0,2,High-Value Loyalists
12430,26,8,123.67999999999999,0,Potential Loyalists
12431,4,13,778.88,0,Potential Loyalists
12432,133,15,663.23,4,At-Risk / Churning
12433,125,9,498.1,4,At-Risk / Churning
12434,134,9,468.8,4,At-Risk / Churning
12435,7,11,532.21,0,Potential Loyalists
12436,143,8,453.59,4,At-Risk / Churning
12437,9,3,125.34,3,New / Low-Engagement Customers
12438,11,3,97.83,3,New / Low-Engagement Customers
12439,218,1,31.6,1,Lapsed / Dormant
12440,14,10,167.8,0,Potential Loyalists
12441,27,7,135.68,0,Potential Loyalists
12442,7,8,430.8,0,Potential Loyalists
12443,150,14,675.2,4,At-Risk / Churning
12444,1,11,590.5600000000001,0,Potential Loyalists
12445,3,2,50.99,3,New / Low-Engagement Customers
12446,32,4,82.58,3,New / Low-Engagement Customers
12447,11,9,149.73,0,Potential Loyalists
12448,2,7,99.51,0,Potential Loyalists
12449,197,7,418.29,4,At-Risk / Churning
12450,1,9,501.76,0,Potential Loyalists
12451,11,2,97.8,3,New / Low-Engagement Customers
12452,2,20,2315.19,2,High-Value Loyalists
12453,121,7,430.06,4,At-Risk / Churning
12454,1,21,2555.6,2,High-Value Loyalists
12455,5,19,2556.01,2,High-Value Loyalists
12456,195,1,32.1,1,Lapsed / Dormant
12457,200,1,62.88,1,Lapsed / Dormant
12458,20,8,412.39,0,Potential Loyalists
12459,5,1,58.39,3,New / Low-Engagement Customers
12460,10,9,465.65,0,Potential Loyalists
12461,133,13,713.01,4,At-Risk / Churning
12462,144,10,521.02,4,At-Risk / Churning
12463,359,1,22.78,1,Lapsed / Dormant
12464,10,2,84.30000000000001,3,New / Low-Engagement Customers
12465,182,1,56.8,1,Lapsed / Dormant
12466,3,12,721.92,0,Potential Loyalists
12467,7,1,30.46,3,New / Low-Engagement Customers
12468,5,8,409.31,0,Potential Loyalists
12469,155,7,280.98,4,At-Risk / Churning
12470,3,9,642.84,0,Potential Loyalists
12471,14,7,106.54,0,Potential Loyalists
12472,14,6,309.36,0,Potential Loyalists
12473,3,10,578.78,0,Potential Loyalists
12474,309,1,39.95,1,Lapsed / Dormant
12475,17,2,81.24,3,New / Low-Engagement Customers
12476,7,6,291.92,0,Potential Loyalists
12477,3,17,2361.0,2,High-Value Loyalists
12478,142,14,791.57,4,At-Risk / Churning
12479,199,15,687.53,4,At-Risk / Churning
12480,8,3,102.86000000000001,3,New / Low-Engagement Customers
12481,3,13,769.24,0,Potential Loyalists
12482,134,6,249.04,4,At-Risk / Churning
12483,40,6,82.74,3,New / Low-Engagement Customers
12484,1,30,4141.07,2,High-Value Loyalists
12485,2,9,153.44,0,Potential Loyalists
12486,350,1,56.95,1,Lapsed / Dormant
12487,133,15,581.54,4,At-Risk / Churning
12488,10,6,287.48,0,Potential Loyalists
12489,251,1,58.27,1,Lapsed / Dormant
12490,344,1,28.18,1,Lapsed / Dormant
12491,363,1,45.839999999999996,1,Lapsed / Dormant
12492,30,1,33.5,3,New / Low-Engagement Customers
12493,40,5,76.64,3,New / Low-Engagement Customers
12494,1,14,783.53,0,Potential Loyalists
12495,2,2,71.06,3,New / Low-Engagement Customers
12496,1,23,3223.79,2,High-Value Loyalists
12497,188,6,314.49,4,At-Risk / Churning
12498,164,5,172.85999999999999,4,At-Risk / Churning
12499,1,9,165.15,0,Potential Loyalists
12500,8,7,100.5,0,Potential Loyalists
12501,1,27,3524.73,2,High-Value Loyalists
12502,1,27,4150.27,2,High-Value Loyalists
12503,295,1,14.07,1,Lapsed / Dormant
12504,1,25,3499.06,2,High-Value Loyalists
12505,4,13,746.04,0,Potential Loyalists
12506,6,9,431.82,0,Potential Loyalists
12507,138,14,675.9,4,At-Risk / Churning
12508,145,6,221.82,4,At-Risk / Churning
12509,4,4,76.31,3,New / Low-Engagement Customers
12510,126,14,702.78,4,At-Risk / Churning
12511,10,6,120.04,0,Potential Loyalists
12512,12,1,66.05,3,New / Low-Engagement Customers
12513,296,1,29.67,1,Lapsed / Dormant
12514,9,8,478.1,0,Potential Loyalists
12515,21,1,29.520000000000003,3,New / Low-Engagement Customers
12516,7,14,839.1,0,Potential Loyalists
12517,178,6,349.35,4,At-Risk / Churning
12518,294,1,24.03,1,Lapsed / Dormant
12519,12,6,364.21999999999997,0,Potential Loyalists
12520,18,9,163.0,0,Potential Loyalists
12521,2,9,155.2,0,Potential Loyalists
12522,3,9,364.64,0,Potential Loyalists
12523,156,10,451.39,4,At-Risk / Churning
12524,1,26,3899.07,2,High-Value Loyalists
12525,4,8,475.06,0,Potential Loyalists
12526,130,15,737.71,4,At-Risk / Churning
12527,128,11,600.21,4,At-Risk / Churning
12528,1,25,3705.04,2,High-Value Loyalists
12529,64,4,66.62,3,New / Low-Engagement Customers
12530,6,6,323.41999999999996,0,Potential Loyalists
12531,290,1,37.6,1,Lapsed / Dormant
12532,5,10,158.89,0,Potential Loyalists
12533,2,9,558.03,0,Potential Loyalists
12534,353,1,20.94,1,Lapsed / Dormant
12535,1,11,633.42,0,Potential Loyalists
12536,14,3,118.02000000000001,3,New / Low-Engagement Customers
12537,5,10,169.39,0,Potential Loyalists
12538,5,8,324.47,0,Potential Loyalists
12539,12,7,117.5,0,Potential Loyalists
12540,4,8,505.82,0,Potential Loyalists
12541,1,22,2894.17,2,High-Value Loyalists
12542,10,10,620.93,0,Potential Loyalists
12543,9,8,403.3,0,Potential Loyalists
12544,2,3,173.1,3,New / Low-Engagement Customers
12545,121,10,555.83,4,At-Risk / Churning
12546,1,18,2616.41,2,High-Value Loyalists
12547,1,7,456.04,0,Potential Loyalists
12548,361,1,36.92,1,Lapsed / Dormant
12549,3,20,3141.11,2,High-Value Loyalists
12550,5,9,152.28,0,Potential Loyalists
12551,130,12,499.03,4,At-Risk / Churning
12552,1,24,3320.2,2,High-Value Loyalists
12553,1,3,138.66,3,New / Low-Engagement Customers
12554,141,15,719.35,4,At-Risk / Churning
12555,212,1,27.28,1,Lapsed / Dormant
12556,1,18,2478.06,2,High-Value Loyalists
12557,14,6,73.04,3,New / Low-Engagement Customers
12558,129,9,372.01,4,At-Risk / Churning
12559,1,10,170.64,0,Potential Loyalists
12560,21,1,22.34,3,New / Low-Engagement Customers
12561,3,14,674.63,0,Potential Loyalists
12562,141,13,644.73,4,At-Risk / Churning
12563,23,6,352.46000000000004,0,Potential Loyalists
12564,1,18,2443.66,2,High-Value Loyalists
12565,148,9,555.0,4,At-Risk / Churning
12566,6,9,523.75,0,Potential Loyalists
12567,1,26,3534.21,2,High-Value Loyalists
12568,7,12,635.1,0,Potential Loyalists
12569,2,8,425.32,0,Potential Loyalists
12570,34,6,92.25,3,New / Low-Engagement Customers
12571,14,6,355.67,0,Potential Loyalists
12572,233,1,29.519999999999996,1,Lapsed / Dormant
12573,18,7,470.76,0,Potential Loyalists
12574,2,6,110.26,0,Potential Loyalists
12575,21,3,119.45,3,New / Low-Engagement Customers
12576,251,1,40.56,1,Lapsed / Dormant
12577,24,9,153.15,0,Potential Loyalists
12578,7,3,151.33,3,New / Low-Engagement Customers
12579,218,1,32.4,1,Lapsed / Dormant
12580,327,1,14.280000000000001,1,Lapsed / Dormant
